t,tau,beta,c,y0,dtau,dbeta,dc,dy0
144.17865,5.861503595123332,1.055738624006098,0.028323400050487453,1.0031010465192813,1.2368257618802092,0.26508659503533294,0.0019329448621211276,0.0015617272140422008
