t,tau,beta,c,y0,dtau,dbeta,dc,dy0
865.07465,0.909875010771446,0.8077892605446149,0.021133473396348225,1.0025642172518776,0.0492420041608567,0.04710442575906914,0.0003306109041817822,0.00018182081465287678
