t,tau,beta,c,y0,dtau,dbeta,dc,dy0
0,0.6416927930692835,0.6941442819280007,0.0227918556792415,1.0027120374821932,0.15424973682805895,0.10880978990693972,0.002995936159829201,9.651319332164134e-05
