t,tau,beta,c,y0,dtau,dbeta,dc,dy0
6.1,0.25072401272600964,1.0960998908068509,0.003965244322021065,1.0062535858690247,0.11861587264470112,0.6586157978490594,0.0013934570629277412,6.684160416315285e-05
