t,tau,beta,c,y0,dtau,dbeta,dc,dy0
0,0.2804408423944792,0.7004266058176478,0.02306064842401215,1.002928459909158,0.04690150052056333,0.07604027330402537,0.00210982615045792,4.247794968888032e-05
