t,tau,beta,c,y0,dtau,dbeta,dc,dy0
600.2,5.094855053313452,0.7163762319804436,0.03430469889137862,1.0021770083457273,0.19754369614168377,0.018134170333734427,0.0007505115293102919,1.0341106974167766e-05
