t,tau,beta,c,y0,dtau,dbeta,dc,dy0
1730.14985,5.835184729832522,0.8069237939834926,0.027216349260742338,1.0026372394166243,0.36479653938087614,0.04895297135776287,0.00045511498196532774,0.0003268456362169782
