t,tau,beta,c,y0,dtau,dbeta,dc,dy0
3460.3002500000002,3.427917680141795,0.7521971179296536,0.021549848979569883,1.0026189266350443,0.24766282125939051,0.052583055058692756,0.0003949729919242869,0.00024060899925285538
