t,tau,beta,c,y0,dtau,dbeta,dc,dy0
56.2,5.5268811121291535,0.8482221619789545,0.033212560650889136,1.0023048246366097,0.6225990047152501,0.08721533085803472,0.002392038886632198,0.00017058360709778868
