t,tau,beta,c,y0,dtau,dbeta,dc,dy0
100.2,5.094739387254782,0.7209208654082002,0.034333269276683544,1.002237571294845,0.45217948222978577,0.043701505792628874,0.0017544985152458635,6.657091047995852e-05
