scan,Q,dQ,tau,dtau,dtau%,beta,dbeta,dbeta%,c,dc,dc%,y0,dy0,dy%,redchi2,ID_sample,T,ch2,I_ch2,initial_I,E,theta,fresh,ramp,test,att
GeO2_6q_delcoup_3_0001_0002,0.3,0.02,4.743378036253641,0.0671886971848059,1.4164735905779098,0.7218507360449019,0.0069033226275836,0.9563365780310286,0.0290752741119884,0.0002290506737554,0.7877850880208669,1.00117031539117,3.2945121903752093e-06,0.0003290661079067,1.974627383706074,6.0,30.0,100.0,,,9.7,0.29,,,,
GeO2_6q_delcoup_3_0001_0002,0.26,0.02,5.014682674364336,0.0688554370395214,1.37307665331485,0.7303820065438871,0.0069060467908282,0.9455390095803644,0.0298799776326235,0.0002301526052702,0.7702569530004632,1.0013063568148912,3.4980137251789606e-06,0.000349345003292,1.6521732242461222,6.0,30.0,100.0,,,9.7,0.29,,,,
GeO2_6q_delcoup_5_0001_0002,0.415,0.02,4.841424437779235,0.1096642361261108,2.265123364734655,0.7236673267922602,0.0111576845262452,1.54182510570195,0.0074785028728584,9.440904745055633e-05,1.2624057121538776,1.0025473099635551,1.350024413423618e-06,0.0001346594220548,1.1162952816445744,6.0,30.0,100.0,,,9.7,0.46,,,,
GeO2_6q_delcoup_5_0001_0002,0.455,0.02,4.854781390569775,0.102986129218024,2.1213340196547383,0.7202304846906284,0.0103558228530233,1.4378484489547378,0.0069105031801135,8.14408342971621e-05,1.1785080214061112,1.0018838777670152,1.128127882768353e-06,0.0001126006623924,1.267338688256619,6.0,30.0,100.0,,,9.7,0.46,,,,
GeO2_7_100C_0001_0003,0.2,0.02,5.46134943687695,0.0647848813997902,1.1862431098501036,0.7482944366331072,0.0070327878006034,0.9398423209247552,0.0266192583720894,0.0001891287535654,0.7104959534248623,1.0013719403485764,1.4262483034726018e-05,0.0014242942567135,0.9899067122092736,7.0,100.0,4.2e-06,,,9.7,0.19,,heating,,
GeO2_7_100C_0001_0003,0.21,0.01,5.225067661146404,0.102449797918126,1.9607362920856053,0.7198817584133675,0.0095768893175202,1.330341990971942,0.0268418659230494,0.0002929034058061,1.0912184966792222,1.0013122575584736,5.942558273409198e-06,0.000593477032619,1.1649652606714167,7.0,100.0,4.2e-06,,,9.7,0.19,,heating,,
GeO2_7_170C_0001_0003,0.2,0.02,5.124547210200308,0.0668943574113895,1.3053710828975815,0.7519803564728281,0.007725619217635,1.0273698177266413,0.0268092953732157,0.000209074028172,0.779856483587134,1.0014866432694882,1.526393903106817e-05,0.0015241280683721,1.0666635390419512,7.0,170.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_170C_0001_0003,0.21,0.01,4.915522162368796,0.1086268125122658,2.2098733140472384,0.724066678972166,0.0109290798437396,1.5094024018967214,0.0273569079214702,0.000337758988236,1.2346387581727103,1.0013616839617796,6.690980281858511e-06,0.0006681881670752,1.355463290710181,7.0,170.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_240C_0001_0003,0.2,0.02,4.58631693887492,0.0838495267983809,1.8282540852693503,0.7378307526138501,0.0102842121109532,1.3938443300879242,0.0264276063384514,0.0002839004059669,1.0742569808672486,1.0013592058356973,1.87838643641416e-05,0.0018758367881049,1.6102433345832594,7.0,240.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_240C_0001_0003,0.21,0.01,4.43505761492447,0.1240064785696568,2.7960511302572724,0.714400074821154,0.013396372378027,1.875191905793224,0.026612993026654,0.0004118941585375,1.5477182822878748,1.001251986709928,7.705961869381548e-06,0.0007696326171299,1.6687589244418013,7.0,240.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_300C_0001_0004,0.21,0.01,3.787569420347543,0.1983715178911611,5.237435829571113,0.7479368210909451,0.0286568337156669,3.8314511209473463,0.0259941315497959,0.0007827545405791,3.011274060376392,1.001321991967561,2.7098485693840043e-05,0.0027062709009908,0.9080285024585288,7.0,300.0,0.0,,,9.7,0.19,,cooling,,
GeO2_7_30C_0003_0003,0.2,0.02,6.283852202133858,0.0662885857989383,1.0549036429664624,0.8161973706240268,0.0077194949249423,0.9457877717788288,0.0277944175195537,0.0001862480910142,0.6700917221354526,1.001393077032671,1.6181231934669725e-05,0.0016158721590744,1.1299192378575955,7.0,30.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_30C_0003_0003,0.21,0.01,6.1127334240452,0.0963853740815192,1.5767966210071478,0.7987753451940893,0.0100047236490556,1.252507818280833,0.0279643299361435,0.00026335296405,0.9417460194875968,1.00133392589064,6.182502280009856e-06,0.0006174266266381,1.142487390686033,7.0,30.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_30C_0004_0004,0.21,0.01,5.434425065349041,0.2951973226759442,5.4319880967387,0.7581100497809176,0.0322320447225475,4.251631373553495,0.0287019994467231,0.0009232608720892,3.216712737393211,1.0012464819220783,5.811938398133228e-05,0.0058047029408544,1.2586678042657151,7.0,30.0,0.0,,,9.7,0.19,,cooling,,
GeO2_7_310C_0001_0003,0.2,0.02,3.840403279441321,0.0832425950449513,2.167548275218142,0.7227759236359926,0.0113387284592093,1.5687750640847042,0.025968242837968,0.0003226552286539,1.2424992736982152,1.0012818678668325,1.8424104969596775e-05,0.001840051793692,1.653368921072954,7.0,310.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_310C_0001_0003,0.21,0.01,3.744103222390532,0.1096549555136121,2.9287375107035563,0.7072044313827471,0.0136085930233027,1.924279942179488,0.026050414330917,0.0004188766379533,1.6079461640510269,1.0012071154925442,6.746238182861189e-06,0.0006738104512513,1.3746528360974113,7.0,310.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_345C_0001_0003,0.2,0.02,3.4892288934677103,0.0568760342968973,1.630045950937088,0.7166882838810668,0.0083014681373438,1.1583094525264308,0.0255379765611134,0.0002368700970737,0.9275210058512914,1.0012864486135695,1.2676174341257988e-05,0.0012659888045833,1.5273747862930631,7.0,345.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_345C_0001_0003,0.21,0.01,3.2714094045848303,0.0865729561636741,2.6463504091644263,0.6838093535326523,0.0112499593447564,1.6451894503398663,0.0261644071483758,0.000371171463939,1.4186121697089689,1.0011962143495892,3.686908579593087e-06,0.0003682503516044,1.7112139113002485,7.0,345.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_380C_0001_0003,0.2,0.02,3.06118897653822,0.0578445103689225,1.8896092600704677,0.726862709723171,0.0098326486205086,1.3527518318078915,0.0248663782425846,0.0002683770971132,1.079276983946166,1.0013036990545727,1.2942833117836357e-05,0.0012925981527938,1.7507921588637831,7.0,380.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_380C_0001_0003,0.21,0.01,2.981812800709784,0.089877181340882,3.014179203989194,0.6980899118234825,0.0135082963352312,1.9350367490551807,0.024976859488238,0.0004092579072166,1.638548302717565,1.0011905242075991,4.263347114613372e-06,0.0004258277532128,1.9157200464775472,7.0,380.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_415C_0001_0003,0.2,0.02,2.922362797824739,0.0573112469104088,1.9611270357352104,0.7041500151220853,0.0094590250712116,1.3433252670699172,0.0248996036264498,0.0002729886080273,1.096357243764955,1.001304761442302,1.270825509343024e-05,0.0012691695458558,1.589776703966758,7.0,415.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_415C_0001_0003,0.21,0.01,2.6803620323446857,0.0802081894368665,2.992438650785666,0.659338853940877,0.0115972483558737,1.7589208168996593,0.0258855838550819,0.0004049853796304,1.5645209391363823,1.0012023651799808,3.689783938033279e-06,0.0003685352798152,1.5065084644923794,7.0,415.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_450C_0001_0003,0.17,0.03,3.377838483843253,0.0719752679386653,2.1308084528888704,0.6650035627010403,0.0091416471190874,1.374676412552873,0.0251299148369092,0.0002904301555959,1.1557148421744905,1.0014797019121926,1.5057064696665414e-05,0.0015034817648241,2.58995390730777,7.0,450.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_450C_0001_0003,0.2,0.02,3.129711580690696,0.0699235284703605,2.2341844181989803,0.6695403875641578,0.0096445831791171,1.4404781785016565,0.0245456780020835,0.0002975352592746,1.2121696505973545,1.001352875002115,1.4438188321213456e-05,0.0014418681647249,1.747734504046273,7.0,450.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_450C_0001_0003,0.21,0.01,2.878424555728353,0.1069354817382705,3.715069812250532,0.6237973914287549,0.0125303004119465,2.008713179009453,0.0255807514690694,0.0004784905122177,1.8705099918439425,1.001212379485076,4.247166233650838e-06,0.0004242023291636,1.981362414635493,7.0,450.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_485C_0001_0003,0.2,0.02,3.7698830784933217,0.0747296257519685,1.982279667459477,0.6782138111212088,0.0090082669586036,1.328234077644531,0.0234475925788123,0.0002567172609494,1.0948555169854706,1.0013865127449229,1.460103376317762e-05,0.0014580817274195,1.4372300107851472,7.0,485.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_485C_0001_0003,0.21,0.01,3.3635819727238347,0.130453757877024,3.878417678977579,0.6143532648827185,0.0125765125839623,2.047114144719847,0.0249351436520781,0.0004817949755969,1.9321925003501188,1.0012089708650034,4.933824273249524e-06,0.0004927866626071,2.082385468158902,7.0,485.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_520C_0001_0005,0.2,0.02,2.6258734914663933,0.0611072084206277,2.3271192850384805,0.6517091197574488,0.0093042548218476,1.4276698821263205,0.0234940461220342,0.000290025945609,1.2344657199639242,1.0013445277700188,1.2431122983330503e-05,0.0012414431435516,2.6086322890180567,7.0,520.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_520C_0001_0005,0.21,0.01,2.3356737672537857,0.0935320363401584,4.004499157865294,0.594258447116532,0.0119015020015228,2.0027484774127284,0.0246807967530048,0.0004812295241115,1.9498135693408236,1.0011985533520444,2.61590060907651e-06,0.0002612769065954,2.884924318398085,7.0,520.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_520C_0002_0004,0.17,0.03,1.7064405703874117,0.0599119692744209,3.510932071945474,0.7409416942676471,0.0183252041234801,2.4732316004423107,0.0243621416272678,0.0004851087603478,1.991240211020252,1.0013588595233962,7.440471957152828e-06,0.0007430375121157,1.00022772746821,7.0,520.0,4.1e-06,,,9.7,0.19,,cooling,,
GeO2_7_520C_0002_0004,0.21,0.01,1.680950869098946,0.1005566014329905,5.982126145476978,0.7569268454189909,0.0329418828873788,4.352056356138902,0.0231926684306095,0.0007990151193759,3.4451193995489438,1.0012371582531094,1.1776901799438442e-05,0.0011762349911169,0.9549186821376224,7.0,520.0,4.1e-06,,,9.7,0.19,,cooling,,
GeO2_7_555C_0001_0004,0.2,0.02,2.434281612683173,0.0518809499558047,2.131263272313808,0.6678710735645342,0.0089545215420113,1.340756007625795,0.0236918729909794,0.0002712488416979,1.1449024811216515,1.0012818910676633,1.0935971943685906e-05,0.0010921971166406,1.954100109731248,7.0,555.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_555C_0001_0004,0.21,0.01,2.3124533039376067,0.0712056569172178,3.0792257208381244,0.6402615332062532,0.0110581701244983,1.727133296470591,0.0244368386458941,0.0003854167459008,1.5771956081790262,1.0012074322186877,2.3410752718935385e-06,0.0002338251991104,1.7936717308420376,7.0,555.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_590C_0001_0004,0.21,0.01,2.3763997098722647,0.0647124919542164,2.72313162156104,0.6729800939676656,0.0110932693447836,1.64838001067483,0.0230956591204298,0.0003333552923518,1.4433677368269733,1.001210397989911,2.003593423890264e-06,0.0002001171210279,1.5038574995504908,7.0,590.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_625C_0001_0004,0.21,0.01,1.3457713511044052,0.0361197436960311,2.683943573801713,0.6823405373727421,0.0113137310336127,1.6580769299116744,0.0229114616329628,0.0003289381734492,1.4356926621216857,1.0012120429442002,1.1051023828136069e-06,0.0001103764572751,1.3684291012808578,7.0,625.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_660C_0001_0004,0.21,0.01,0.8568767285571433,0.0274394995389793,3.202269197482293,0.6991244447697221,0.0143387324019647,2.050955664507998,0.0222442305268668,0.0003876048168527,1.7424959536566789,1.0012173919940677,1.0996300880263195e-06,0.0001098293034878,1.2292876377348068,7.0,660.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_660C_0001_0007,0.21,0.01,0.7727849200684856,0.0748243136485405,9.682424139682936,0.6894788080482244,0.0419249953321556,6.080679325132106,0.0197693686437773,0.0010321486460067,5.220948956969625,1.001208159980072,6.790839781111297e-06,0.0006782645260548,1.1845397328890646,7.0,660.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_660C_0001_0009,0.21,0.01,0.7229014653108435,0.0652611966192252,9.027675243563564,0.7084582242612946,0.0418661619861444,5.90947504770631,0.0225333495865158,0.0011177443468645,4.96040032829119,1.0012150462390963,7.55329447264555e-06,0.0007544128008281,1.1594451723527144,7.0,660.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_660C_0001_0012,0.21,0.01,0.7806915344871441,0.0690550669024583,8.845371552263897,0.69236846030523,0.0387051082607502,5.5902471703703975,0.0221514485882934,0.0010597695337467,4.784199685734495,1.0011966088704,7.807547668947366e-06,0.0007798216254204,1.2034737570219356,7.0,660.0,0.0,,,9.7,0.19,True,heating,,
GeO2_7_660C_0002_0004,0.21,0.01,0.6334611866274232,0.0396070997312859,6.2524903762700905,0.7601270373100776,0.0345782329753684,4.549007110407909,0.0202825601535075,0.0007313705007552,3.6059082049795417,1.001241752910769,3.5857516217317397e-06,0.0003581304526411,1.132379605790029,7.0,660.0,0.0,,,9.7,0.19,,cooling,,
GeO2_7_695C_0001_0004,0.21,0.01,0.5126700054806692,0.018477432658789,3.604157150068688,0.731271981745261,0.0180546936171451,2.4689437128516247,0.0209148466850486,0.0004233278504173,2.0240542844617964,1.0012233301521454,9.037835699693512e-07,9.026792951698528e-05,1.060683271852029,7.0,695.0,0.0,,,9.7,0.19,,heating,,
GeO2_7_730C_0001_0004,0.21,0.01,0.2637733123893055,0.035143236242513,13.323272140073357,0.7549129820206136,0.0721943662702967,9.56326993835237,0.022173554488101,0.0016990056107346,7.662306066654119,1.0012375027159308,7.613417039465055e-06,0.0007604007060076,0.9210046428172702,7.0,730.0,4.36e-06,,,9.7,0.19,True,heating,,
